uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,violence_detected
at://did:plc:lnzpf5sypiidgljg7zoo55xt/app.bsky.feed.post/3l3qve6ltyl2d,bafyreifrql77hz3e63ajcisadkq2ogcol7hkkgyitcgckvcfvrmpg673ey,"Com certeza o @mdhcbrasil.bsky.social estará muito bem representado por esta nossa companheira, deputada estadual de Minas Gerais e os #DireitosHumanos de toda a população brasileira, das minorias que são vilipendiados e execrados por uma sociedade preconceituosa e intolerante, serão defendidos.",2024-09-09T21:56:29Z,0,0,0,2024-09-09T21:56:29Z,dairley.bsky.social,DAIRLEY SANTOS FERREIRA VANDERLEY,did:plc:lnzpf5sypiidgljg7zoo55xt,sem violência detectada
at://did:plc:lmb3hu34sy3hskdhnbnqbllh/app.bsky.feed.post/3l4gdx53lci2m,bafyreih7knidaqquim7ds6eag32qith4ysl25zwr62do4ncesy6d47lgky,Mais uma no governo com ficha extensa! ROSARIO NUNCA,2024-09-18T10:43:32Z,0,0,1,2024-09-18T10:43:32Z,roarko.bsky.social,NA,did:plc:lmb3hu34sy3hskdhnbnqbllh,sem violência detectada
at://did:plc:lj2mh7enuwjiomfgs5dlyyvv/app.bsky.feed.post/3l3zwy5nkua26,bafyreihh64ick6yesroxgku7kraegsaqjti2ygtqxztbtduacd2vwn3raq,Saiu o tarado e entrou a Corrupta!,2024-09-13T12:19:30Z,0,0,2,2024-09-13T12:19:30Z,zoreiapontuda.bsky.social,Zoreia Pontuda,did:plc:lj2mh7enuwjiomfgs5dlyyvv,sem violência detectada
at://did:plc:jkjr6penvkwblr23tqsitecn/app.bsky.feed.post/3l43niogxlz2j,bafyreics4xp3x2zw5v7txspjtomqnz5yo7orurczp2v26pkk2mn5w3tpa4,LINDOS!!!!!!!!!!!!!!!!!,2024-09-14T04:35:07Z,0,0,0,2024-09-14T04:35:07Z,cmbortowski.bsky.social,Cláudio MB,did:plc:jkjr6penvkwblr23tqsitecn,sem violência detectada
at://did:plc:iil2u27lxax5wra7ycfbyeyn/app.bsky.feed.post/3l4fbxlgaaj2j,bafyreia75bmnc2avh5ni4u34pdbrwxdsp7zqa73tjpxtbd2rfdqwswkhym,"Estimada candidata, agora é 1️⃣2️⃣🌹🇧🇷

Para derrotar o mais incompetente prefeito da história de PoA é Juliana Brizola.",2024-09-18T00:35:18Z,0,0,1,2024-09-18T00:35:18Z,cironoblsky.bsky.social,Ciro no Bluesky🌹,did:plc:iil2u27lxax5wra7ycfbyeyn,sem violência detectada
at://did:plc:fjbb3bi2ax6hpiygzfachcgt/app.bsky.feed.post/3l5eiu3dtgi2a,bafyreibd7jnesw7ja5fvrlxyyhigqj4otgscvnxwtrcmafplm3i6e4ji7a,NA,2024-09-30T10:31:10Z,0,0,0,2024-09-30T10:31:10Z,ignezcwb.bsky.social,Ignez,did:plc:fjbb3bi2ax6hpiygzfachcgt,sem violência detectada
at://did:plc:7j64rhmir7b573kvnnva24f7/app.bsky.feed.post/3l3uuykj57q2y,bafyreieoc4r6tlkoqc2j54voj5jddbyimsmpzz564mfkzou777w2ornfjy,Ja vi q possui qualificação p estar nesse governo..,2024-09-11T12:00:37Z,0,0,1,2024-09-11T12:00:37Z,carlos-borsali.bsky.social,Carlos Borsali,did:plc:7j64rhmir7b573kvnnva24f7,sem violência detectada
at://did:plc:6opiurabfjyv33lmpt5s3wse/app.bsky.feed.post/3l4py3pser32i,bafyreibxpvfrptycf5lv67zkte76g53yuz7cjee3xq5mkp5hkag3ulow2e,"Preconceito não.  É só ser honesto que tudo fica bem e todos aceitam, mas...",2024-09-22T06:39:13Z,0,0,0,2024-09-22T06:37:58Z,54r.bsky.social,NA,did:plc:6opiurabfjyv33lmpt5s3wse,sem violência detectada
at://did:plc:6olxeyxdbcbj4vca6tgvdn6e/app.bsky.feed.post/3l3uzmxe3sm2f,bafyreicvzieqdi3wcgjn2jrcnxit4yq7vc2aitaxhhgor4q7fkptil7ih4,"Trabalho de meio período, milhões de dólares por ano",2024-09-11T13:23:47Z,0,0,0,2024-09-11T13:23:38Z,clara18631.bsky.social,NA,did:plc:6olxeyxdbcbj4vca6tgvdn6e,sem violência detectada
at://did:plc:2o2irm6sjoiopqqik76efzl5/app.bsky.feed.post/3l3qmsxndod2s,bafyreif4imcnefa6zrao5itoygjiiwishqbtxc2i2lpy457avl4s25jhrm,"Orgulho! Histórico! Parabéns a brilhante Macaé Evaristo, será uma brilhante ministra!",2024-09-09T19:23:41Z,0,0,1,2024-09-09T19:23:41Z,biancammarque.bsky.social,Bianca | Boulos 5️⃣0️⃣🚀,did:plc:2o2irm6sjoiopqqik76efzl5,sem violência detectada
at://did:plc:wrbcq2v4q5xf4yph3apcdbzw/app.bsky.feed.post/3l3qprrvyih2o,bafyreibfg3tj5vzcmaipeseea7qydalfbgjyvqmpsjagdnerxv7avicpx4,Gostei da indicação,2024-09-09T20:16:43Z,0,0,0,2024-09-09T20:16:43Z,xandejesus.bsky.social,Alexandre jesus,did:plc:wrbcq2v4q5xf4yph3apcdbzw,sem violência detectada
at://did:plc:i5f2cq3ftv43uoc3z3znwog3/app.bsky.feed.post/3l3qqcvwiho2b,bafyreidj5bjf7jk4ffrvwnc4yrb3csbvrlp4uxngxqehn7bqabcip2z6xi,🥰👏,2024-09-09T20:26:16Z,0,0,0,2024-09-09T20:26:16Z,daisyhenry72.bsky.social,Daisy Henry,did:plc:i5f2cq3ftv43uoc3z3znwog3,sem violência detectada
at://did:plc:57ctamkl76eqgeq4if3haabo/app.bsky.feed.post/3l3qmn57ek22o,bafyreihjz7egbgklwjo2w65ytqn5e5dqdjr5a7fghzoang6d34og4x7f4q,"Opa, seja bem vinda, camarada Ministra. ✊🏻",2024-09-09T19:20:26Z,0,1,12,2024-09-09T19:20:26Z,koomunarevoltado.bsky.social,Koomuna Revoltado ☭,did:plc:57ctamkl76eqgeq4if3haabo,sem violência detectada
at://did:plc:ydabqjdbbavm7mmiffxa7xkz/app.bsky.feed.post/3l4okh5xche26,bafyreihpxazi2usezr3kufezj4k7vzdxxkbp2wtxo3kv3n67idlc7b2b2i,Maria do rosario nossa  esperança aonde voce for agora Porto Alegre se não escolher voce será Porto triste!,2024-09-21T17:57:47Z,0,0,2,2024-09-21T17:01:10Z,xequemate24.bsky.social,dirceu  🚩,did:plc:ydabqjdbbavm7mmiffxa7xkz,sem violência detectada
at://did:plc:wrnvsplb4fy2wfwtg3mdxhym/app.bsky.feed.post/3l4jsf3hieb2g,bafyreiarbugiltkvwfglju4ql4vym6uesbkpnvhk75l46moo2qvrnxcmh4,"Despencando lindamente nas pesquisas.
POA não te engole, graças a Deus!!!!!",2024-09-19T19:39:50Z,0,0,0,2024-09-19T19:39:50Z,nomimimi.bsky.social,Pesada,did:plc:wrnvsplb4fy2wfwtg3mdxhym,sem violência detectada
at://did:plc:whlo2tap7udbs7pgzf6oauom/app.bsky.feed.post/3l47mmvnzga2t,bafyreids5enxf56i7c4ezl5lc5suz4mgyfvocysnyc3d4pwhc53xfvusii,#LulaJuntosNoBluesky,2024-09-15T18:30:13Z,0,0,1,2024-09-15T18:30:13Z,marlenebr.bsky.social,"@marlenebr.bsky.social, esquerdista, votei  Lula, Haddad , Dilma",did:plc:whlo2tap7udbs7pgzf6oauom,sem violência detectada
at://did:plc:wcznuc2tme3yek7prg4bmfkb/app.bsky.feed.post/3l3oooiclh624,bafyreie5qqmlxs3zmsllat73btttlgiqrpoztlnbj5ki6pfxe3rydkmo7m,Vote em Maria do Rosário 13,2024-09-09T00:51:39Z,0,0,2,2024-09-09T00:51:39Z,ywricortez.bsky.social,NA,did:plc:wcznuc2tme3yek7prg4bmfkb,sem violência detectada
at://did:plc:uijvmcivlt3gctwu2uwrukhg/app.bsky.feed.post/3l4b7pzxajx2z,bafyreiazmwiuxr7qnsksord4evfbekz2dlw2xpmtxccimxckhv2tyvkaze,TIME DO LULA #MariaETamyres #Vote13 #LulaJuntosNoBlueSkay,2024-09-16T09:44:40Z,0,0,0,2024-09-16T09:44:40Z,neymachado.bsky.social,Ney,did:plc:uijvmcivlt3gctwu2uwrukhg,sem violência detectada
at://did:plc:qfekyl7gptk6ldldydz2vasz/app.bsky.feed.post/3l53weddp5j2m,bafyreidff332uhe4kjhecjsk73mu3kmwcepztfuabzhi5pubm4wo6xzp7a,✊🏾✊🏻👏🏻👏🏻👏🏻👏🏻👏🏻❤️,2024-09-27T00:38:56Z,0,0,0,2024-09-27T00:38:56Z,gislaine25gi.bsky.social,Gi Nunes,did:plc:qfekyl7gptk6ldldydz2vasz,sem violência detectada
at://did:plc:mahe5jzbvot36r4mylkwupir/app.bsky.feed.post/3l4okrclfif2i,bafyreidxpbv2fmgi63gjdygi3mzu2v3tmbztaw3sviaszzap66mpcmhmma,Pra mudar Porto Alegre para melhor! 👏👏👏👏,2024-09-21T17:06:50Z,0,0,0,2024-09-21T17:06:50Z,dieselsenger.bsky.social,Clóvis Senger,did:plc:mahe5jzbvot36r4mylkwupir,sem violência detectada
at://did:plc:lmb3hu34sy3hskdhnbnqbllh/app.bsky.feed.post/3l3ogj7hl7w2u,bafyreictqscjimbqgvjta5ktli3a3g6j4omds5zhzrkgroasduzo57n3ri,ROSARIO NÃO,2024-09-08T22:25:32Z,0,0,0,2024-09-08T22:25:32Z,roarko.bsky.social,NA,did:plc:lmb3hu34sy3hskdhnbnqbllh,sem violência detectada
at://did:plc:kxmmdokv3ws4hqjavgcrr6om/app.bsky.feed.post/3l3younazyr25,bafyreibrbqqjqn6bh34oekhibwh3ho3bhidklwuiv45ouubxlcbdpg5aby,"Porto Alegre precisa desta mudança 
Rosário e Lula por Porto Alegre 🚩🚩🚩",2024-09-13T00:21:41Z,0,0,0,2024-09-13T00:21:41Z,evarubio.bsky.social,Eva 🚩 No X perfil Palestina livre,did:plc:kxmmdokv3ws4hqjavgcrr6om,sem violência detectada
at://did:plc:jzhytdcj5wwgzbpyd7rlz6eh/app.bsky.feed.post/3l55t7b67l72i,bafyreico75pdysgvruwrrpshrukedqcosu2navu3o4zent6irhng7icvam,"Aaahhh , moradores de Porto Alegre, agarrem essa oportunidade de ter Maria do Rosário cuidando de Porto Alegre!! Um luxo essa pessoa qrida, humana, guerreira, preparada, ética,  uma grande mulher.a frente.",2024-09-27T18:47:46Z,1,1,1,2024-09-27T18:47:45Z,bella1.bsky.social,Bella1 Esquerda!!! Lula melhor de todos,did:plc:jzhytdcj5wwgzbpyd7rlz6eh,sem violência detectada
at://did:plc:jkjr6penvkwblr23tqsitecn/app.bsky.feed.post/3l4aedy77ld2n,bafyreigeuy6yquyp576psr6ls3mrvkl5wd32svb32rfkkuyerpdk6smu6u,ESTAMOS JUNTOS!!!,2024-09-16T01:34:44Z,0,0,0,2024-09-16T01:34:44Z,cmbortowski.bsky.social,Cláudio MB,did:plc:jkjr6penvkwblr23tqsitecn,sem violência detectada
at://did:plc:hzusp2apft5m4as2uchjlmpz/app.bsky.feed.post/3l5ho3tqirl2h,bafyreigfijxdphuiq3oo52tkgjtze3kcu7bqhnxxgt6somvojri4msj2re,É ELA! #UnidadePorPOA,2024-10-01T16:42:58Z,0,0,1,2024-10-01T16:42:58Z,sonialuladasilva.bsky.social,SoniaLulaDaSilva,did:plc:hzusp2apft5m4as2uchjlmpz,sem violência detectada
at://did:plc:d3pmaay7i5gvpyof43knaupu/app.bsky.feed.post/3l3ooyzudvr2e,bafyreic7tc3svudxwmlo27ux3ro7zv3rfhowik7xwhvoodbl5kux6k2kai,Vamoooo ❤️⭐️,2024-09-09T00:57:33Z,0,0,2,2024-09-09T00:57:33Z,digomesmo.bsky.social,Digo,did:plc:d3pmaay7i5gvpyof43knaupu,sem violência detectada
at://did:plc:cj3cavqjnme5vvvjft26fvz5/app.bsky.feed.post/3l57rqemkhe2c,bafyreihiizyv2v3iwd6mhcuujmodsuuynfofkabzfxkpqarksp4v6mblh4,👏🏻👏🏻,2024-09-28T13:26:51Z,0,0,0,2024-09-28T13:26:51Z,luve2.bsky.social,LuVe🚩,did:plc:cj3cavqjnme5vvvjft26fvz5,sem violência detectada
at://did:plc:bfidzp4qrbvt4sxkmw5z5x4h/app.bsky.feed.post/3l3ofag4zux2c,bafyreibzuijk2dvmyj6sqvb2qnhkmxmjhue5tzomvgo4wqc43hotvnvqrm,NA,2024-09-08T22:02:43Z,0,0,0,2024-09-08T22:02:43Z,tonicopuga.bsky.social,NA,did:plc:bfidzp4qrbvt4sxkmw5z5x4h,sem violência detectada
at://did:plc:7j64rhmir7b573kvnnva24f7/app.bsky.feed.post/3l3uuzlhgbr2t,bafyreidf5a36osko7ef6yuwa23lufm23ap6sqp6yenpipkd5j25ycbi4ge,"@mariadorosario.bsky.social se gabando na sua propaganda p prefeita de Porto Alegre que está no sexto mandato de deputada federal.. oras, seis mandatos e POA ainda sofre com enchentes??  Não faz nada p resolver isso, mesmo sendo governo???",2024-09-11T12:01:12Z,2,0,0,2024-09-11T12:01:12Z,carlos-borsali.bsky.social,Carlos Borsali,did:plc:7j64rhmir7b573kvnnva24f7,sem violência detectada
at://did:plc:5ywnvgztkjpsc7vpdtyydixf/app.bsky.feed.post/3l3rliqvtze2n,bafyreiemoagjw5h2pclajploip2mur2zwotqzmick5hodgiznxslddwmhm,"Minha prefeita, agora vai!!!Bora @mariadorosario.bsky.social !!!!!!",2024-09-10T04:33:42Z,0,0,2,2024-09-10T04:32:45Z,queeneriu.bsky.social,Queeneriu,did:plc:5ywnvgztkjpsc7vpdtyydixf,sem violência detectada
at://did:plc:4zit3f6wk54mu3max5gt5a4y/app.bsky.feed.post/3l3qcff6ub22r,bafyreihhyv56xosrhc3nhhg5dnu2bpo6ecwcntmrdkp5jrmq4wakiq3k6e,"Prefeito bolsonarista de Porto Alegre deixou o povo na lama por falta de manutenção no sistema anti anchente. Ruas e praças seguem abandonadas e as pessoas ainda estao sem casas.
Agora utiliza um chapeu de palha pra enganar que é do povo, fazendo um cospobre ridículo.
#eleições2024
#mariadorosario13",2024-09-09T16:20:36Z,0,2,3,2024-09-09T16:17:09Z,audreivp.bsky.social,AudreiV.P,did:plc:4zit3f6wk54mu3max5gt5a4y,sem violência detectada
at://did:plc:4zit3f6wk54mu3max5gt5a4y/app.bsky.feed.post/3l3q7mjvkrw2h,bafyreifw7rev56mg7srks3hg3n7v2avcvk2nknoc4ntk67juos34supoju,Maria do Rosario 13,2024-09-09T15:30:55Z,0,0,1,2024-09-09T15:27:27Z,audreivp.bsky.social,AudreiV.P,did:plc:4zit3f6wk54mu3max5gt5a4y,sem violência detectada
at://did:plc:46csdpbyjkomvwxca6pcoul5/app.bsky.feed.post/3l3qr3xcnp32a,bafyreicbbpyvhl74apm5uptl4undchg3f6xdpf37f3u5mx2htalb5gkjam,"Torcendo por você!
#LulaDemocraciaViva",2024-09-09T20:40:16Z,0,0,3,2024-09-09T20:40:16Z,eimarprado.bsky.social,Prado Eimar,did:plc:46csdpbyjkomvwxca6pcoul5,sem violência detectada
at://did:plc:32hmdogpchlpix5ye5kjhm5k/app.bsky.feed.post/3l3ogv4oifd2i,bafyreiasghqmq5kzg2rriw4hqrruoo3hz6kefk6nsnmqpnf4d7hxynr3xi,"Na torcida por você, Maria!",2024-09-08T22:32:11Z,0,0,4,2024-09-08T22:32:11Z,cibelebastos.bsky.social,Cibele é Lula  ⭐🚩,did:plc:32hmdogpchlpix5ye5kjhm5k,sem violência detectada
at://did:plc:whlo2tap7udbs7pgzf6oauom/app.bsky.feed.post/3l47morxlwd2z,bafyreid4racpqcitzmaky7otep3kutm2a25fpx4ishn67uw3of7blh6ktm,#LulaJuntosNoBluesky,2024-09-15T18:31:16Z,0,0,1,2024-09-15T18:31:16Z,marlenebr.bsky.social,"@marlenebr.bsky.social, esquerdista, votei  Lula, Haddad , Dilma",did:plc:whlo2tap7udbs7pgzf6oauom,sem violência detectada
at://did:plc:rmlaj6qov5bjzniyhy6rj5vb/app.bsky.feed.post/3l3ptblzpee2q,bafyreievbuzgbtvuwbei6atx6gaq3277vtqve6wcvdkcruiecr7vwwszze,"Maria, prefeita de verdade.",2024-09-09T11:46:34Z,0,0,0,2024-09-09T11:46:34Z,kizunha.bsky.social,Kizunha,did:plc:rmlaj6qov5bjzniyhy6rj5vb,sem violência detectada
at://did:plc:lmb3hu34sy3hskdhnbnqbllh/app.bsky.feed.post/3l3pjqqev4l2z,bafyreicuzy5dp4h42bzwpl62pcbok6ozxcpjvmuzirxk77kn7tfosukpa4,Rosário NÃO,2024-09-09T08:56:06Z,0,0,0,2024-09-09T08:56:06Z,roarko.bsky.social,NA,did:plc:lmb3hu34sy3hskdhnbnqbllh,sem violência detectada
at://did:plc:bfidzp4qrbvt4sxkmw5z5x4h/app.bsky.feed.post/3l3ofld337622,bafyreigelrtyqeye2afnbv6t2boyxchidhv2c35fgiauyqjvffc5vydrku,NA,2024-09-08T22:08:49Z,0,0,0,2024-09-08T22:08:49Z,tonicopuga.bsky.social,NA,did:plc:bfidzp4qrbvt4sxkmw5z5x4h,sem violência detectada
at://did:plc:57ctamkl76eqgeq4if3haabo/app.bsky.feed.post/3l3oawpzp5b2l,bafyreibqagpjipnxzc7xmzdvajoksiloe7te4a5vn775zep5dspyr32y4e,Torcendo muito pela sua vitória.,2024-09-08T20:45:43Z,0,0,1,2024-09-08T20:45:43Z,koomunarevoltado.bsky.social,Koomuna Revoltado ☭,did:plc:57ctamkl76eqgeq4if3haabo,sem violência detectada
at://did:plc:bfidzp4qrbvt4sxkmw5z5x4h/app.bsky.feed.post/3l3ofqzttsm2z,bafyreidz6tsldzgq4a2v7bwdu45woqw5s5xfnos2okzzexskxtw74owyhm,NA,2024-09-08T22:12:01Z,0,0,0,2024-09-08T22:12:01Z,tonicopuga.bsky.social,NA,did:plc:bfidzp4qrbvt4sxkmw5z5x4h,sem violência detectada
at://did:plc:whlo2tap7udbs7pgzf6oauom/app.bsky.feed.post/3l47mq3mrgn2m,bafyreicvd737yivc24zx5globsevteeoiavsfka3znhg6kso2qrhlxvtei,#LulaJuntosNoBluesky,2024-09-15T18:31:59Z,0,0,0,2024-09-15T18:31:59Z,marlenebr.bsky.social,"@marlenebr.bsky.social, esquerdista, votei  Lula, Haddad , Dilma",did:plc:whlo2tap7udbs7pgzf6oauom,sem violência detectada
at://did:plc:hsclr7h4q63shhttoqyllcto/app.bsky.feed.post/3l3ob3e67dm2j,bafyreig2yyhz7uxv5uxfkjorqz5g5c7dmifc5pkemfvohpfwnzwwbrcleu,"Boa noite, Deputada!
🚩🇧🇷🌟
#LulaDemocraciaViva
@parasamuel.bsky.social 
@lulaptnostrends.bsky.social",2024-09-08T20:48:19Z,0,4,6,2024-09-08T20:48:19Z,inesnasciment12.bsky.social,@InesNasciment12,did:plc:hsclr7h4q63shhttoqyllcto,sem violência detectada
at://did:plc:bfidzp4qrbvt4sxkmw5z5x4h/app.bsky.feed.post/3l3ofy3l5to22,bafyreigxbyieqree7ef43px27usoecwgqhv35upat6iuqlpbznng3p2f4e,NA,2024-09-08T22:15:58Z,0,0,0,2024-09-08T22:15:58Z,tonicopuga.bsky.social,NA,did:plc:bfidzp4qrbvt4sxkmw5z5x4h,sem violência detectada
at://did:plc:34sugtlnpuxx2e2asq7vmq53/app.bsky.feed.post/3l3o3zjcqss2m,bafyreiffjdzvmbxdx53wsgslbbii4k72b6ouns25qvuupjharovpws4pgu,"Os problemas são muitos e nós sabemos o que é preciso fazer para mudar pra melhor a vida das famílias do loteamento. 

#UnidadeporPOA #PovonaPrefeitura #AcaoEcoraçao #MariaÉ13 #MariaETamyres #PortoAlegre",2024-09-08T19:17:48Z,1,11,64,2024-09-08T19:17:48Z,mariadorosario.bsky.social,Maria do Rosário,did:plc:34sugtlnpuxx2e2asq7vmq53,sem violência detectada
at://did:plc:34sugtlnpuxx2e2asq7vmq53/app.bsky.feed.post/3l3o3xiqfy52x,bafyreiezsq3ojhkcprehud6jnbhkzfdznjspimo7bygnssfvouyiv7w5qa,". O loteamento Cavalhada foi criado nos governos populares, mas teve poucos investimentos no decorrer dos anos, por isso, temos que pensar em bons espaços de lazer e cultura, serviços públicos, e, fundamentalmente, vagas nas creches.",2024-09-08T19:16:40Z,0,10,47,2024-09-08T19:16:40Z,mariadorosario.bsky.social,Maria do Rosário,did:plc:34sugtlnpuxx2e2asq7vmq53,sem violência detectada
at://did:plc:vabxgbyese73sppldtny5dre/app.bsky.feed.post/3l4mxz3nqce2z,bafyreih7mduaqsz5qjcidw3t3agwjiky26ypw2ex5gat2rv2mrqohejzti,Esse M merece todo o nosso respeito!,2024-09-21T01:58:30Z,0,0,0,2024-09-21T01:58:30Z,c581800.bsky.social,Luiz Silva,did:plc:vabxgbyese73sppldtny5dre,sem violência detectada
at://did:plc:lmb3hu34sy3hskdhnbnqbllh/app.bsky.feed.post/3l3pq3is4uy2f,bafyreifdhqfhoj5aa3uzuca7etsayy5qiett43jjnwpu7jbyldrzv5tuwu,Maria engana. ROSARIO NÃO,2024-09-09T10:49:30Z,0,0,0,2024-09-09T10:49:29Z,roarko.bsky.social,NA,did:plc:lmb3hu34sy3hskdhnbnqbllh,sem violência detectada
at://did:plc:d6o7u5b5x5fibambzutinfju/app.bsky.feed.post/3l4uam345xu2u,bafyreibulk6oi7ammgqlyzslaceudrypjjwoojdb6c3ikka5klplauimve,#MariaPrefeita13,2024-09-23T23:20:55Z,0,0,0,2024-09-23T23:20:55Z,bsbb.bsky.social,ROSEZ,did:plc:d6o7u5b5x5fibambzutinfju,sem violência detectada
at://did:plc:cj3cavqjnme5vvvjft26fvz5/app.bsky.feed.post/3l57rr244gf2t,bafyreidtulznc3tcjtsmux6uelbwch232vseebxahogmampq2i4cpw7ayi,👏🏻👏🏻,2024-09-28T13:27:13Z,0,0,0,2024-09-28T13:27:13Z,luve2.bsky.social,LuVe🚩,did:plc:cj3cavqjnme5vvvjft26fvz5,sem violência detectada
at://did:plc:bfidzp4qrbvt4sxkmw5z5x4h/app.bsky.feed.post/3l3ofvyey2m2t,bafyreicbfjudlmfh4n7j2q3kvp5yt4sq3qxfzpdqsdcd5rtqne3y32uwke,NA,2024-09-08T22:14:47Z,0,0,0,2024-09-08T22:14:47Z,tonicopuga.bsky.social,NA,did:plc:bfidzp4qrbvt4sxkmw5z5x4h,sem violência detectada
at://did:plc:57ctamkl76eqgeq4if3haabo/app.bsky.feed.post/3l3ob22c67d2c,bafyreiabk5nf6vxx6gdsm7jl7gylclhflofzzounif2rbtsae4kerdp4cy,M de Mulher das Massas. Não sou de Porto Alegre mas sei que essa cidade precisa de alguém que realmente queira cuidar do povo e do meio ambiente.,2024-09-08T20:47:35Z,0,0,2,2024-09-08T20:47:35Z,koomunarevoltado.bsky.social,Koomuna Revoltado ☭,did:plc:57ctamkl76eqgeq4if3haabo,sem violência detectada
