reply_uri,reply_cid,original_post_uri,original_post_text,original_post_author_handle,reply_text,reply_created_at,reply_reply_count,reply_repost_count,reply_like_count,reply_indexed_at,reply_author_handle,reply_author_display_name,reply_author_did,palavras_encontradas,contagem_palavras
at://did:plc:oduztz4ped5rat6bfmce4qc7/app.bsky.feed.post/3l374deogic2t,bafyreigzzgcv2vihzwdqaya5236vgiq3t6vuo26pk4pcw5pn6nnuoxalf4,at://did:plc:sf45ohi7n4ecvedaiwoddytn/app.bsky.feed.post/3l3747kg2d32q,Por que você acha isso?,deboralimamtst.bsky.social,pega o trem da linha coral em horario de pico pra vc ver que nao vai cair aos joelhos rezando pra deus queimar essa cidade e todo paulista como o fez com sodoma e gomorra,2024-09-02T20:13:22Z,3,0,0,2024-09-02T20:13:22Z,milkeyedsoul.bsky.social,agatha,did:plc:oduztz4ped5rat6bfmce4qc7,queimar,1
at://did:plc:nejnjjp5aqxkuf6he7dyfsxo/app.bsky.feed.post/3l3vltpyvkr22,bafyreieyftvxwkebmcybvvonqecfuzhkfjl6v2jxufof25egujsij3tmfq,at://did:plc:mxp33ep3bi54odnx7wmqjjaa/app.bsky.feed.post/3l3vloj6gr52g,"No Dia Nacional do Cerrado, não há o que comemorar. Nosso bioma, bem característico da Região Centro-Oeste do Brasil, está em chamas. Só em 2024, já foram mais de 53 MIL FOCOS DE INCÊNDIO. Nos últimos 39 anos, o fogo queimou 88 milhões de hectares de Cerrado. Tristeza imensa! 😔",iza-lourenca.bsky.social,Vc bem podia seguir a gente pra nós dar moral e ainda mais credibilidade,2024-09-11T18:49:31Z,0,0,0,2024-09-11T18:49:31Z,stamusica.bsky.social,StaMusica,did:plc:nejnjjp5aqxkuf6he7dyfsxo,moral,1
at://did:plc:zpajkxdxz6ydrkv7fm4dk6hp/app.bsky.feed.post/3l3trtmekks2e,bafyreid6xoxtxbaum7jahvl4ihqhwzfo2v3v2d2cpbdpfpi6zrp33q2ejq,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,"Lula incompetente, um lixo como presidente",2024-09-11T01:31:31Z,0,0,1,2024-09-11T01:31:31Z,mahzinhaaaa.bsky.social,Mah🇧🇷,did:plc:zpajkxdxz6ydrkv7fm4dk6hp,"incompetente, lixo",2
at://did:plc:zk2dq3soa5i7zqtnkscujhbn/app.bsky.feed.post/3l3tagy5x3x25,bafyreie5ijvapmusnf6kadft3r3cykchlwj6qx7365632jstitjrohdniu,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,Vota em bandidagem!! Agora chora com L,2024-09-10T20:20:14Z,0,0,2,2024-09-10T20:20:14Z,leodestro.bsky.social,NA,did:plc:zk2dq3soa5i7zqtnkscujhbn,chora,1
at://did:plc:wrnvsplb4fy2wfwtg3mdxhym/app.bsky.feed.post/3l3t72weywc2f,bafyreidloaydn2drd4zdlejivweokntv24g5bd6gqh2eoka5pypzibye5u,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,"É comida na tua mesa, lunática!
E o fogo é LULA e MARINA.",2024-09-10T19:55:36Z,22,1,74,2024-09-10T19:55:36Z,nomimimi.bsky.social,Socador,did:plc:wrnvsplb4fy2wfwtg3mdxhym,lunática,1
at://did:plc:toessrxksypm3kiijo44j4sj/app.bsky.feed.post/3l3tbjgxhsq2t,bafyreic3dhmkw2kqlkjqsqmcaj5bfer6fzmeb7r7dcdddrt3edsnp44ne4,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,"Quanto mais queimar melhor, aumenta os preços da comida e os petistas sem dinheiro ficam sem ter oq comer no proprio governo que elegeram kkkkk",2024-09-10T20:39:29Z,0,0,1,2024-09-10T20:39:29Z,anticomunista.bsky.social,NãoMeResponda,did:plc:toessrxksypm3kiijo44j4sj,queimar,1
at://did:plc:mgxah4fnbkne7s6ujxgrgexn/app.bsky.feed.post/3l3tu36qnbt2q,bafyreiaczvr7vvubzyeiyradvec4qhwvke2y2cdznst2xhywbz6bmvjwfu,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,"Cadê a Anitta e o Mácron ?? 
Ou a menina da girafa",2024-09-11T02:11:33Z,0,0,0,2024-09-11T02:11:33Z,brunosoares91.bsky.social,NA,did:plc:mgxah4fnbkne7s6ujxgrgexn,menina,1
at://did:plc:melitnxgu7ibkzwfsgxwly6k/app.bsky.feed.post/3l3tkrpc5d22u,bafyreid5thnh5vfr5hdbbjruvd5liuiavzq7t7iayemtmwc5jkuuenjy5i,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,E a merda do Governo não faz porra nenhuma,2024-09-10T23:25:10Z,0,0,0,2024-09-10T23:25:10Z,tomikatsu96.bsky.social,NA,did:plc:melitnxgu7ibkzwfsgxwly6k,merda,1
at://did:plc:fha3sei6lq6yehdam6uc4mjd/app.bsky.feed.post/3l3tlkigua526,bafyreias7mrdxwyfmpnsx3wdbhmgxlbqgg5auxo4jrok557w77xbsyszei,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,"O problema do agro foi quando implantaram jornada de trabalho e carteira de trabalho assinada, acabando com a escravidão em algumas propriedades. Uma parte deste segmento, continuam existindo como se estivessem na idade média. Minoria criminosa, perversa e perigosa.",2024-09-10T23:39:02Z,0,0,0,2024-09-10T23:39:02Z,medeirosidenir.bsky.social,NA,did:plc:fha3sei6lq6yehdam6uc4mjd,criminosa,1
at://did:plc:d2j62biahqtqbke2s6qltnst/app.bsky.feed.post/3l3tuj7wsof2s,bafyreid7otglj6lciv7qhoeqew6m25hzeokbmjsjssex27e4a3tx2xq7ca,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,"Só de ver esses comentários de merda, já conseguimos entender o pq o mundo tá assim😻",2024-09-11T02:19:23Z,0,0,0,2024-09-11T02:19:23Z,izzylacerx.bsky.social,.,did:plc:d2j62biahqtqbke2s6qltnst,merda,1
at://did:plc:63fmd5o4ty6apbgjhedutgfr/app.bsky.feed.post/3l3tjxvsjeo2k,bafyreia4etdc7zp2cskhzudor6a34ca5en3umnpyrmis4a7sbhe76hacjy,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,O agro é fogo e o governo é frouxo,2024-09-10T23:10:45Z,0,0,0,2024-09-10T23:10:45Z,daviluizc.bsky.social,Davi Luiz,did:plc:63fmd5o4ty6apbgjhedutgfr,frouxo,1
at://did:plc:4iock4i52nmkq7gqlftduklh/app.bsky.feed.post/3l3tbgba3wq2t,bafyreidmo66hjlrrrtc6iifyrn2imgpss26xmcc5lasau7rl2zyb4ihxxq,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,"como vc e um animal burro eu vou te explicar que queimadas pro agro e horrivel pq deixa o solo infertil, mas va la babe ovo de politico e critique quem coloca comida em sua mesa",2024-09-10T20:37:41Z,2,0,0,2024-09-10T20:37:41Z,phaelcury.bsky.social,raphael,did:plc:4iock4i52nmkq7gqlftduklh,animal,1
at://did:plc:3nwqjr47gcsuvhd5e6owpsok/app.bsky.feed.post/3l3te2nqj6f2w,bafyreigfnkg3jpfjfoh6nzhtahzhuglfvuv7jpasxyix2r65jjzjlp373m,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,"É tanto esforço pra não criticar a gerência do governo Lula que os caras querem jogar a culpa dessa merda toda pro agronegócio, impressionante",2024-09-10T21:24:55Z,1,0,1,2024-09-10T21:24:55Z,galtt.bsky.social,Galt,did:plc:3nwqjr47gcsuvhd5e6owpsok,merda,1
at://did:plc:2t62mtymiroyoxwjf4s4cqgo/app.bsky.feed.post/3l3tbfwfq5z2h,bafyreieyxkiazq74kzlgzbgoa2rb373ltmd4wjgduoaqavqrrkmp4bm57y,at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3l3t6hskpaq2d,É fogo.,crisvector.com,So vou gostar quando pararem de queimar e colocar veneno na comida,2024-09-10T20:37:32Z,0,0,0,2024-09-10T20:37:32Z,pepegaofc.bsky.social,Hatsune Miku Sombria 🖤🍷,did:plc:2t62mtymiroyoxwjf4s4cqgo,queimar,1
at://did:plc:xzbckrq5k2xh4dundnlgb2ld/app.bsky.feed.post/3l5yvtdpmke2j,bafyreicoqihyeemf4kyicgw5uy43oi3ysscdoydiihpk3ybuwcmatmo3cm,at://did:plc:c5armxgtpfymxyqfqzwhqnzy/app.bsky.feed.post/3l5ypglcq232k,"Eu fico impressionada com o eleitor que vota em Bruno Engler. Um cara que, além de flatar as sessões, não fez nada nos dois mandatos de Deputado Estadual. Desestimulou a população a se vacinar, orientou o gado a tomar cloroquina e ivermectina e só sabe falar mal do nosso Presidente @lula.com.br",julianacarvalho13.bsky.social,"No Rio de Janeiro tem o Pazuello e o Hélio Negão, que também não aparecem no Congresso. Mas é a esquerda que eles acusam de ser vagabunda.",2024-10-08T13:16:38Z,1,0,9,2024-10-08T13:16:38Z,luzvermelha.bsky.social,Luz Vermelha  🚩 🇨🇵  🇫🇮 🇧🇷 🇵🇸 🇱🇧,did:plc:xzbckrq5k2xh4dundnlgb2ld,vagabunda,1
at://did:plc:dj5su37cnqeupk2fpikxehrx/app.bsky.feed.post/3l5z7tulp3e2b,bafyreibt35ohr2flneaj7qk7o7zpuowps4edqnos3m7pj4vazevf7onhxm,at://did:plc:c5armxgtpfymxyqfqzwhqnzy/app.bsky.feed.post/3l5ypglcq232k,"Eu fico impressionada com o eleitor que vota em Bruno Engler. Um cara que, além de flatar as sessões, não fez nada nos dois mandatos de Deputado Estadual. Desestimulou a população a se vacinar, orientou o gado a tomar cloroquina e ivermectina e só sabe falar mal do nosso Presidente @lula.com.br",julianacarvalho13.bsky.social,"Os eleitores são iguais, não produzem nada, não ajudam ninguém e o problema é sempre do outro. Se dizem inteligentes, os que discordam de seus pontos de vistas e porque são manipulados pela grande mídia comunista, woke, queer etc, e por isso devem ser exterminados. Que tistreza!",2024-10-08T16:15:53Z,0,0,2,2024-10-08T16:15:53Z,sulllopes.bsky.social,NA,did:plc:dj5su37cnqeupk2fpikxehrx,comunista,1
at://did:plc:4sx6wxvnecrinrgrzcuohpa4/app.bsky.feed.post/3l2xqmvsya62f,bafyreifw62m4dvitkb4n3p3rznp3m7w4ciapy5lupycl4ouyqb2mtkb4gy,at://did:plc:c5armxgtpfymxyqfqzwhqnzy/app.bsky.feed.post/3l2x7dghjiq2k,"Rogério Correia 1⃣3⃣ 
Juliana Carvalho 1⃣3⃣2⃣1⃣3⃣
Coligação BH da Esperança FEBRASIL (PT/PC do B/PV)/Federação PSOL REDE (PSOL/REDE) /PCB
#JulianaCarvalhoVereadora
#RogerioCorreiaPrefeito
#TimeDoLula 
#BH",julianacarvalho13.bsky.social,A comunicação da campanha está fraca. O Rogério quando dá CPI do 8de janeiro tinha um vídeo diário que chamava Minuto do Golpe que era um espetáculo e tinha milhões de views!!!,2024-08-30T21:55:16Z,0,0,2,2024-08-30T21:55:16Z,dezinho.bsky.social,Dezinho Antifa,did:plc:4sx6wxvnecrinrgrzcuohpa4,fraca,1
at://did:plc:gatuok6te4ar3zhjsdmudmwd/app.bsky.feed.post/3l55illzapq25,bafyreih2idmms4xpispywh6nyesgoagwhx4lwmehfkdmngie4gf5gsh354,at://did:plc:mqi5hejmyastrkn5jb44l2ww/app.bsky.feed.post/3l5427g4d5v2n,"👉Precisamos nos unir, mais do que nunca, mas formando uma esquerda consciente e participativa. Dar palco para quem só quer aparecer, lacrar, ter seguidores e vociferar seus radicalismos não creio ser a proposta de quem realmente tem consciência e conhecimento do que propõem o movimento da esquerda.🤔",alexproflp.bsky.social,"Concordo, agora mesmo passou na minha TL um esquerdista metendo o tarrafo no Lula, na Marina, no Alckmin e nos esquerdistas e falando que ele tinha o direito de criticar. Silenciei o cara.",2024-09-27T15:37:47Z,2,0,2,2024-09-27T15:37:47Z,simonesp.bsky.social,Simone SP ⭕🇧🇷 🇦🇪🌈💚🐷,did:plc:gatuok6te4ar3zhjsdmudmwd,esquerdista,1
at://did:plc:4sx6wxvnecrinrgrzcuohpa4/app.bsky.feed.post/3l2xqmvsya62f,bafyreifw62m4dvitkb4n3p3rznp3m7w4ciapy5lupycl4ouyqb2mtkb4gy,at://did:plc:c5armxgtpfymxyqfqzwhqnzy/app.bsky.feed.post/3l2x7dghjiq2k,"Rogério Correia 1⃣3⃣ 
Juliana Carvalho 1⃣3⃣2⃣1⃣3⃣
Coligação BH da Esperança FEBRASIL (PT/PC do B/PV)/Federação PSOL REDE (PSOL/REDE) /PCB
#JulianaCarvalhoVereadora
#RogerioCorreiaPrefeito
#TimeDoLula 
#BH",julianacarvalho13.bsky.social,A comunicação da campanha está fraca. O Rogério quando dá CPI do 8de janeiro tinha um vídeo diário que chamava Minuto do Golpe que era um espetáculo e tinha milhões de views!!!,2024-08-30T21:55:16Z,0,0,2,2024-08-30T21:55:16Z,dezinho.bsky.social,Dezinho Antifa,did:plc:4sx6wxvnecrinrgrzcuohpa4,fraca,1
at://did:plc:ugwjxoo2vr7qmp4jxgu5eji2/app.bsky.feed.post/3l5nsxaom772r,bafyreiexufgx57dxfegg7pgfgev5vsanss2cbocez5jesjgwso4ttijiny,at://did:plc:hbzizivymev65z23xudzmtmg/app.bsky.feed.post/3l5nrh535ti2v,"Jantando essa hora, meu prefeito? Cuidado com a digestão!",keitlimasp.bsky.social,"Na verdade ele tá sendo covarde, em vez de defender a legalização das drogas, ele abaixa a cabeça pra extrema direita ao ponto de fazer isso. Ridículo",2024-10-04T03:25:51Z,9,0,8,2024-10-04T03:25:51Z,kiviaje.bsky.social,Ki Viaje,did:plc:ugwjxoo2vr7qmp4jxgu5eji2,covarde,1
at://did:plc:jcjdviziynorwy4rdlw3spsi/app.bsky.feed.post/3l5xiqn4doh2i,bafyreifwtcbzlifxyoyd53ohroftbirtjwadajcmanczjwxnnezsfrpppq,at://did:plc:jr7gdhmwpz6dvnd4oabnmk6g/app.bsky.feed.post/3l5wviyukt22i,"MUITO OBRIGADA!!! Reelegemos pela primeira vez na história de São Paulo, uma mulher negra como vereadora de São Paulo. E essa mulher sou eu! 🥹 OBRIGADA!",luanapsol.bsky.social,"Que Maravilhosa essa mulher!!!👏👏👏👏 Parabéns! 🫶🥳🥳  aqui em casa comemoramos muito, porquê foi nossa candidata, intimei meus pais a votar em você também 💜🎉",2024-10-07T23:49:49Z,0,0,0,2024-10-07T23:49:49Z,thamyy.bsky.social,Thamy Costa,did:plc:jcjdviziynorwy4rdlw3spsi,mulher,1
at://did:plc:gpunjjgvlyb4racypz3yfiq4/app.bsky.feed.post/3l5jm2cl2ji2e,bafyreiga4yoz6nt6o3dmc2qyefuadupxfe6aavvmh4uamfhhzfazviyxpy,at://did:plc:gpunjjgvlyb4racypz3yfiq4/app.bsky.feed.post/3l5jlyuvav22v,"👤 LUANA ALVES
🪧 PSOL
🔢 50500
🦋 luanapsol.bsky.social
🔗 tocomluana.com.br/
 Em 2020 foi a mais jovem mulher eleita vereadora em SP, atuando na luta por cotas raciais na USP. Enfrentou desigualdade e racismo, denunciando e ajudando na cassação do ex-vereador Camilo Cristófaro por racismo.",jnascim.info,"👤 LUNA ZARATTINI
🪧 PT
🔢 13131
🦋 lunazarattini.bsky.social
🔗 lunazarattini.com.br/
Vereadora mais jovem de SP e única mulher do PT, é presidenta da Comissão de Direitos Humanos e Cidadania. Membra das Comissões de Educação e Esporte, e integra as CPIs de Violência Sexual e da Enel",2024-10-02T11:11:39Z,8,36,177,2024-10-02T11:11:39Z,jnascim.info,Jeff Nascimento,did:plc:gpunjjgvlyb4racypz3yfiq4,mulher,1
at://did:plc:vjobmuld3bcwu6syffh54dk2/app.bsky.feed.post/3l4f6cggwka26,bafyreiejqfw47ysdqvsmpgm24fb6aijwutoau2viou6xzcjvtal7e3iizi,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l4f3wc5rnn2s,"Estamos nas ruas defendendo nossas ideias, combatendo as fake news e dialogando muito!",guilhermeboulos.bsky.social,"Esse é o Boulos que a gente quer ver, não esse personagem boulinhos paz e amor que a campanha inventou. Chega de meme de bolo e cELtiNhA, vamo pro papo reto, falar com o povo.",2024-09-17T23:29:47Z,0,0,2,2024-09-17T23:29:47Z,macaco-infinito.bsky.social,Teorema do macaco infinito,did:plc:vjobmuld3bcwu6syffh54dk2,personagem,1
at://did:plc:nmgdax2civqlvzxsjo34wbco/app.bsky.feed.post/3l4fbffhz4p2e,bafyreihfhddjteobez2cgw3xunstw7ft4wqsbmqw5u4mpkbunrngqq7bvy,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l4f3wc5rnn2s,"Estamos nas ruas defendendo nossas ideias, combatendo as fake news e dialogando muito!",guilhermeboulos.bsky.social,"Da última vez que um eleitor abordou o Eduardo Bolsonaro em uma cidade do interior de São Paulo para cobrar promessa de campanha, ele xingou o rapaz de fdp e mandou ele tnc. Ao contrário, Boulos respondeu ao eleitor com educação e, muito provavelmente, ganhou mais um voto. Parabéns pela educação!",2024-09-18T00:25:14Z,1,0,5,2024-09-18T00:25:10Z,leliocorrea.bsky.social,Lélio Corrêa,did:plc:nmgdax2civqlvzxsjo34wbco,fdp,1
at://did:plc:hzjtcxkv2xzxqtqpcckqc64v/app.bsky.feed.post/3l4gflumx672a,bafyreie5ks4qoqtclqlryainwgde6vdyqsrvj25kfogh54afwhaz77own4,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l4f3wc5rnn2s,"Estamos nas ruas defendendo nossas ideias, combatendo as fake news e dialogando muito!",guilhermeboulos.bsky.social,"Isso o que você fez foi admirável. A maioria seria combativo, chamaria o cara de fascista e alimentaria as redes de ódio. 

Isso deveria ser copiado.",2024-09-18T11:13:00Z,0,0,0,2024-09-18T11:13:00Z,louismiller.bsky.social,Louis Miller,did:plc:hzjtcxkv2xzxqtqpcckqc64v,fascista,1
at://did:plc:cr53cpppcx2atq7sggft7qfm/app.bsky.feed.post/3l4f75issg42y,bafyreigz2jjykprjockzycg54ilqlhhfngwejwlfrlknhbbkmrgktixw6u,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l4f3wc5rnn2s,"Estamos nas ruas defendendo nossas ideias, combatendo as fake news e dialogando muito!",guilhermeboulos.bsky.social,"Parabéns a todos os envolvidos pela ótima atuação! Falas bem decoradas, câmera bem posicionada, microfone impecável. Senti um ligeiro nervosismo no ator que fez o personagem do entregador, mas ficou bom mesmo assim. Nota 7.",2024-09-17T23:44:57Z,0,0,0,2024-09-17T23:44:57Z,azambujaandre.bsky.social,NA,did:plc:cr53cpppcx2atq7sggft7qfm,personagem,1
at://did:plc:3lhlzfk3uuqjhc4bj3ehji4i/app.bsky.feed.post/3l4ebtp3sq62l,bafyreiads2reewo7fqhbyu6knfl2x5scrtwakos7qxqxe6fs22bo7nrqpa,at://did:plc:76tjhdex36ybsa2smmsphk4e/app.bsky.feed.post/3l4e5ycxpra2e,Boulos mostra que é o mais preparado. Indo muito bem #debateRedeTvUol,xicosa.bsky.social,"esse é o primeiro debate que eu estou assistindo, e aquela mulher do NOVO é muito fraca. eu pelo menos esperava que ela conseguisse vir com aquele papo mole de liberal, nem isso ela consegue",2024-09-17T15:00:29Z,0,0,0,2024-09-17T15:00:29Z,andre-ribeiro.bsky.social,NA,did:plc:3lhlzfk3uuqjhc4bj3ehji4i,"fraca, mulher",2
at://did:plc:cxhsgi4jlswyuxhoxi7cap37/app.bsky.feed.post/3l3l4qf3fec24,bafyreifl6fqcrusvwybpey53zcbqb4srnkwesjm4kbopecb4zmoi2h6aqq,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l3kwcs34rb2a,"Vitória de São Paulo! Ricardo Nunes terá que devolver R$ 549 mil aos cofres da cidade.

O STJ confirmou a condenação do atual prefeito na ação que movi em 2021 contra um contrato ILEGAL feito pela prefeitura para realizar ‘estudos’ que embasassem a revisão do Plano Diretor no meio da pandemia.",guilhermeboulos.bsky.social,"Marçal é um canalha, mas não está sozinho.
Leia e tire suas conclusões.
questoesrelevantes.wordpress.com/2024/08/11/b...",2024-09-07T14:52:35Z,0,0,0,2024-09-07T14:52:35Z,paulofalcao2222.bsky.social,NA,did:plc:cxhsgi4jlswyuxhoxi7cap37,canalha,1
at://did:plc:ip4horsfkvqoxuwgpljwac4v/app.bsky.feed.post/3l3ip7oxr4n2s,bafyreiab74ypkqcew5utwriwlap3xkxpi72orpz66m6rt5b2oil6gernre,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l3ikh4h4bc2c,"Então, vamos falar de soluções para a Cracolândia?!

Primeiro, o que não se deve fazer em hipótese alguma: levar criança até lá para “conscientizar”, como sugere o vice de Ricardo Nunes.

Eu vou trabalhar em três dimensões: saúde mental, assistência social e segurança.",guilhermeboulos.bsky.social,Hahahahaha carbo q ideia maluca q de Nunes,2024-09-06T15:45:19Z,0,0,0,2024-09-06T15:45:18Z,sophosnsm.bsky.social,NA,did:plc:ip4horsfkvqoxuwgpljwac4v,maluca,1
at://did:plc:hy75h7tyio3exydstyx6ovxw/app.bsky.feed.post/3l3immw6lgc26,bafyreiclgub2i7eouyskukbivqqtptk6ee6cyrfrozlpn7pyt7mdqgaoam,at://did:plc:acvjxnp5fsqoq4fwri6wuqj7/app.bsky.feed.post/3l3ikh4h4bc2c,"Então, vamos falar de soluções para a Cracolândia?!

Primeiro, o que não se deve fazer em hipótese alguma: levar criança até lá para “conscientizar”, como sugere o vice de Ricardo Nunes.

Eu vou trabalhar em três dimensões: saúde mental, assistência social e segurança.",guilhermeboulos.bsky.social,Bem melhor te um comunista socialista do que um ladrão de banco ligado ao PCC,2024-09-06T14:58:59Z,0,0,0,2024-09-06T14:58:59Z,eduardo-silva.bsky.social,notícias_ periódicas,did:plc:hy75h7tyio3exydstyx6ovxw,comunista,1
at://did:plc:qvv47qhoearteovzhd4gyrgj/app.bsky.feed.post/3l5ndbuxjaj2q,bafyreih5lj5sa4ryfoj45rswbsegkfj2zgnwv6nogzzn3zjxwzvbkdwwte,at://did:plc:o7oob6osraebuxrgvfdq6cqj/app.bsky.feed.post/3l5nckeol5e2j,Eu sou desse time! O time que vai fazer o Brasil e São Paulo vencer o bolsonarismo! Domingo é 5️⃣0️⃣ e 1️⃣3️⃣1️⃣3️⃣1️⃣ ✅🌟❤️,lunazarattini.bsky.social,por conta de pessoas como você que o mundo está essa merda.,2024-10-03T22:45:28Z,2,0,2,2024-10-03T22:45:28Z,lucasalvesz.bsky.social,Alves,did:plc:qvv47qhoearteovzhd4gyrgj,merda,1
at://did:plc:7gheisfkxi6zl42solub4wmu/app.bsky.feed.post/3l5kmkqaxcr2a,bafyreicjx47izhx3eaiaimx425vyviw37euqw2bulckxky5rr7agid5lpy,at://did:plc:o7oob6osraebuxrgvfdq6cqj/app.bsky.feed.post/3l5kltz5tl523,O cara não cansa de fazer Ⓜ️erda,lunazarattini.bsky.social,Mas o que que ele sabe fazer além de merda?!?,2024-10-02T20:53:30Z,1,0,0,2024-10-02T20:53:30Z,tonymietto.bsky.social,𝕋𝕠𝕟𝕪 𝕄𝕚𝕖𝕥𝕥𝕠,did:plc:7gheisfkxi6zl42solub4wmu,merda,1
at://did:plc:xjjaz6m4ypkxhvfqmi7tchlp/app.bsky.feed.post/3l5lzx3q6ob26,bafyreihthqgbzs6hhtpwkxa2qruafrxozht4r2qq3llzss3polgwokxfje,at://did:plc:o7oob6osraebuxrgvfdq6cqj/app.bsky.feed.post/3l5hivmplye2j,"O bolsonarismo é baixo porque não tem proposta! Vamos juntas fazer a diferença na cidade de São Paulo, @gleisi.bsky.social ! 5️⃣0️⃣ e 1️⃣3️⃣1️⃣3️⃣1️⃣ ✅",lunazarattini.bsky.social,"Propostas da esquerda: drogas, aborto, defender bandido. Propostas d direita: CONTRA ABORTO, CONTRA DROGAS, BANDIDO NA CADEIA. Quem nao tem proposta tia? Esquerda JÁ ERA, aceitem.",2024-10-03T10:25:43Z,0,0,0,2024-10-03T10:25:43Z,francisback.bsky.social,Francis,did:plc:xjjaz6m4ypkxhvfqmi7tchlp,aborto,1
at://did:plc:srnev6wsdasmsfih2pcrun7x/app.bsky.feed.post/3l5fmi2ivr52x,bafyreigrwvrjbrklkacvnaivuslcbfkc2ohqapqo3ma6hnknwelek4w2fy,at://did:plc:o7oob6osraebuxrgvfdq6cqj/app.bsky.feed.post/3l5f4zxzutx2i,"Lamaçal segue dizendo barbaridades. Mas MULHER VOTA EM MULHER, SIM! 
Dia 6/10, eu voto:
LUNA VEREADORA 
1️⃣3️⃣1️⃣3️⃣1️⃣✅
BOULOS E MARTA
5️⃣0️⃣✅",lunazarattini.bsky.social,"Homem também vota em mulher. 🥰
Aqui é Boulos 50 e Luna 13131.",2024-09-30T21:08:41Z,0,0,3,2024-09-30T21:08:41Z,rmuto.bsky.social,RMT 🚩🇧🇷🚩🐝,did:plc:srnev6wsdasmsfih2pcrun7x,mulher,1
at://did:plc:hsjcprj6gpjfu7ixp2m3f4wq/app.bsky.feed.post/3l4yznon3bh24,bafyreieixsg57zp33qjh5jqts5ogruee6uzd5qbgbgxi4yv453fml4po2q,at://did:plc:o7oob6osraebuxrgvfdq6cqj/app.bsky.feed.post/3l4yzkfzzg42b,"É de se admirar muito a atuação do presidente @lula.com.br na Assembleia-Geral da ONU. É preciso muita coragem e sabedoria para conduzir a luta mundial no combate à desigualdade, em defesa do meio ambiente e da paz.

Lula não é um presidente.

Ele é O PRESIDENTE.",lunazarattini.bsky.social,"Pernambucano, cabra macho. Não se intimida. Além de eleitor fiel sou seu fã.",2024-09-25T20:59:51Z,0,0,1,2024-09-25T20:59:51Z,gameta.bsky.social,Gameta,did:plc:hsjcprj6gpjfu7ixp2m3f4wq,macho,1
at://did:plc:yql5bjazt7f6dqpr3nm35okb/app.bsky.feed.post/3l4eg7h3i3k2j,bafyreigfk4bwj5cek4q4l6jbon44hs6lkjm2hwrktz7jy5jkw64qztgtfq,at://did:plc:o7oob6osraebuxrgvfdq6cqj/app.bsky.feed.post/3l4btam6fmw2p,"A taxa de reciclagem em SP é uma vergonha! ♻️♻️♻️

Apenas 0,77% do lixo de nossa cidade é reciclado atualmente, muito abaixo do que uma cidade como a nossa poderia estar fazendo.",lunazarattini.bsky.social,"Não há postos de coleta. Eles estão restritos à suposta benevolência de redes de supermercados. A rede Pão de Açúcar,  por exemplo, encerrou todos os postos de coleta na região central.",2024-09-17T16:18:37Z,0,0,0,2024-09-17T16:18:37Z,izamadeira.bsky.social,Iza🚩🍉,did:plc:yql5bjazt7f6dqpr3nm35okb,Pão,1
